struct_idx	county	phillimore	cobs_1086	cobs_1066	cattle_1086	cattle_1066	cows_1086	cows_1066	pigs_1086	pigs_1066	sheep_1086	sheep_1066	goats_1086	goats_1066	beehives_1086	beehives_1066	wild_mares_1086	wild_mares_1066	other_1086	other_code_1086	other_1066	other_code_1066
22244	SUF	"25,4"	2		13				28		32		4									
22245	SUF	"25,5"	2	2	12	6			30		80	40			3							
22247	SUF	"25,6"	2	2	16	10			30	24	150	100	50									
22248	SUF	"25,7"			4				33	15	72		38						2	horses	1	horses
22252	SUF	"25,11"	3	3	6	4			30	7	80	40										
22253	SUF	"25,12"									50	30										
22260	SUF	"25,19"	5	3	11	8			25	3	80											
22275	SUF	"25,34"							12		150								1	horse	1	horse
22287	SUF	"25,46"	1		2						93											
22288	SUF	"25,47"			4				15		46								1	horse		
22290	SUF	"25,49"			9				37		69		11									
22293	SUF	"25,52"	1		1				9		80											
22294	SUF	"25,53"	2		26				32		100	60										
22296	SUF	"25,55"		1	8	4				4	60	15										
22298	SUF	"25,57"							16	30												
22302	SUF	"25,61"	2		4				24		40				2							
22304	SUF	"25,63"	2	1	8	6			26	20	80	80	4									
22317	SUF	"25,76"			3	11			3	40	101	140										
22320	SUF	"25,78"			14				25		80	4										
22321	SUF	"25,79"	1	1	20	13			56	31	80	77	10		3							
22322	SUF	"25,80"	1	1	10	10			34		83											
22323	SUF	"25,81"	2	1	10	4			52	1	100	80	40	4								
22326	SUF	"25,84"	3	2	20	22			45	60	123	60	57	60								
22327	SUF	"25,85"	3	2	13	9			48	24	700	60			6					
22328	SUF	"25,86"	1	1																
22347	SUF	"25,105"	2				3	2	30	6	62	16								
22358	SUF	"26,3"							2	4	300	200	94	50						
22359	SUF	"26,4"									60									
22361	SUF	"26,6"	1				1				60	30								
22363	SUF	"26,8"	1	2						13	90	85								
22364	SUF	"26,9"	2	2	17	22			72	40	112	24			13					
22365	SUF	"26,10"	3	2	12	4			30	20	100	80	16	16	6	6				
22367	SUF	"26,12a"	2		13				12		113		20		5					
22368	SUF	"26,12b"	3		17				42		170		57							
22369	SUF	"26,12c"			6				12		40		20							
22371	SUF	"26,13"	2	1			2		20		50									
22372	SUF	"26,14"							40		120				4				6	idle cattle
22373	SUF	"26,15"	1	1					8		105									
22374	SUF	"26,16"	1		7				12	16	17									
22382	SUF	"27,3"			8				20		70		4						3	horses		
22383	SUF	"27,4"			20				24		80						15		2	horses		
22384	SUF	"27,5"			28				40		150								8	horses at the hall		
22385	SUF	"27,6"			31				45		80		35						3	horses at the hall		
22386	SUF	"27,7"			14				49		87								1	horses at the hall		
22388	SUF	"27,9"	1		6				36		50											
22389	SUF	"27,10"			8				20		80		28									
22390	SUF	"27,11"							5		30		14									
22392	SUF	"27,13"		2	2	4			6	1	27											
22394	SUF	"28,1a"			13	20			20	40	800	900							2	horses at the hall	2	horses at the hall
22395	SUF	"28,1b"									880	1200							2	horses at the hall		
22397	SUF	"28,3"			11				40		60	200							10	horses at the hall		
22400	SUF	"28,6"							16	9	40	5										
22401	SUF	"28,7"	1	1	20	20			36	36	180	180	23	23								
22403	SUF	"29,1"	0	1	8	8			6	20	100	30										
22413	SUF	"29,11"			7				14		30											
22414	SUF	"29,12"		2	4	16			20	30	200	240										
22418	SUF	"30,1"	1	4					13		60		32									
22420	SUF	"30,3"									12	4										
22424	SUF	"31,3"			5				12	10												
22429	SUF	"31,8"	1	4	1				0	8	123	23	0	30								
22442	SUF	"31,20"		1		2				20		20										
22462	SUF	"31,40"			3	3			3	10	100	160							1	horses	1	horses
22463	SUF	"31,41"			16	16			60	60	100	100									3	horses
22464	SUF	"31,42"			18	18			80		146		80						6	horses at the hall	6	horses at the hall
22472	SUF	"31,50"			10	13			12		16		40									
22473	SUF	"31,51"							3		40											
22475	SUF	"31,53"							10		30											
22478	SUF	"31,56"	1		4				12		21		4									
22482	SUF	"31,60"	1	1		8			13	60	28	40	21									
22484	SUF	"32,1"			5	5			8		30	20							2	horses at the hall	2	horses at the hall
22486	SUF	"32,3"	1	2	2				6	12	74	60										
22487	SUF	"32,4"	1	2	5	5			12		50	30										
22489	SUF	"32,6"			7				13	2	60				2							
22497	SUF	"32,14"	2	2	6	6			30	30			80		5							
22499	SUF	"32,16"	1						11		80				2							
22502	SUF	"32,19"	2	1					14		92	72	15		4							
22504	SUF	"32,21"	2		7				12		100											
22516	SUF	"33,1"	3	4	4	15			18	27	150	52			6							
22517	SUF	"33,2"	4	2	10				36		49											
22518	SUF	"33,3"		2	12	24			12	40	40	60			5							
22519	SUF	"33,4"	1	3	5	12			30	40	110	110	15									
22521	SUF	"33,6"	1	2	6	10			13	60	60		24		2							
22522	SUF	"33,7"		2	17	24			17	35	80	100	8		3							
22523	SUF	"33,8"	1		8				14	4	40	20	16	16	4							
22524	SUF	"33,9"	2	1	19	16			30	30	92	12										
22525	SUF	"33,10"	1	1	14	8			47	40			32	26								
22528	SUF	"33,13"			5	7			33	60	100	80	24	16					5	horses	4	horses
22530	SUF	"34,1"			2	3			21	30	350	250									1	horses
22531	SUF	"34,2"			31	34			160	200	423	300			7	9			11	horses at the hall	8	horses at the hall
22532	SUF	"34,3"			23	24			60	100	90	210	12		6	14			5	horses at the hall	6	horses at the hall
22534	SUF	"34,5"			0	10			0	30	0	64									2	horses
22535	SUF	"34,6"	1		6				30	16	87	40	22									
22536	SUF	"34,7"	1	1	1	1			9		30	14										
22537	SUF	"34,8"	5	2	15	10			50	30	140	80										
22538	SUF	"34,9"	1		6	8			14		12											
22539	SUF	"34,10"				4																
22541	SUF	"34,12"		1					28	40	30	40	27									
22542	SUF	"34,13"		1		14			22	60	30	22										
22544	SUF	"34,15"	1		3	8			30		20	80										
22549	SUF	"35,1"			25	24			65	160	200	200	80	60	6	5			1	horses at the hall	5	horses at the hall
22550	SUF	"35,2"			3	3			16		100	100							1	horses at the hall	1	horses at the hall
22553	SUF	"35,5"			12	7			80	23	176	63	199	40								
22554	SUF	"35,6"	3		18	10			60	80	60	140										
22558	SUF	"36,1"		2	0	6					0	140										
22559	SUF	"36,2"		2	2	16			14	40	35	190										
22561	SUF	"36,4"		2	3	5			5	15	30	30										
22576	SUF	"37,1"	3	4	12	12			20	40	300	300					16					
22579	SUF	"37,4"	1	1								30										
22580	SUF	"37,5"	1		11	3			13	7	100	40										
22581	SUF	"37,6"	1		5	1					80	11			4							
22584	SUF	"38,1"							30	30	100	100							1	horses	1	horses
22587	SUF	"38,4"	0	4	0	2				12	0	5										
22589	SUF	"38,6"			3	3			36	14	0	36							1	horses		
22591	SUF	"38,8"							15		42											
22594	SUF	"38,11"	2		7				6													
22599	SUF	"38,16"	1						16	20	12	20										
22605	SUF	"38,22"		1	2	2			11	11	40	40										
22614	SUF	"39,3"	1		4						0	40										
22617	SUF	"39,6"	5	3	20	24			27	40	212	300		16	12	6						
22618	SUF	"39,7"		1							27	100										
22623	SUF	"39,12"			3						50											
22627	SUF	"39,16"			2	2			16	12	30	20										
22628	SUF	"39,17"		1	12	12			24	24	60	60										
22631	SUF	"40,2"			10				8	15	50	60	5									
22632	SUF	"40,3"	0	2	0	4			0	20	23											
22633	SUF	"40,4"									6											
22635	SUF	"40,6"	1		6				30	4	20		30									
22637	SUF	"41,1"	3		10				14		80											
22638	SUF	"41,2"	1		8				19		100	60										
22643	SUF	"41,7"	8	9	8	8			40	60	100	16	36	40								
22646	SUF	"41,10"			7	6			22		50	40	16	12					2	horses	2	horses
22650	SUF	"41,14"		3	3	2			2	10	44	40										
22651	SUF	"41,15"		1					10	20	16	20										
22653	SUF	"41,17"	3		8				68		180		30		7							
22657	SUF	"42,1"			6				20		100								2	horses at the hall		
22660	SUF	"43,1"			0	3													1	horses at the hall	1	horses at the hall
22661	SUF	"43,2"			24	3			50	30	110	40										
22662	SUF	"43,3"			8	3			20	17	103	60	35	17							1	horses
22663	SUF	"43,4"			5	5			20	10	60	30										
22664	SUF	"43,5"							12	12	20	20										
22670	SUF	"44,1"	1	1	18	12			53	60	63	20	7		1							
22671	SUF	"44,2"	1	2	2	8			44	80	7		3		1							
22672	SUF	"44,3"	2	2	7	7			30	30	16	16										
22673	SUF	"44,4"	1	1	7	7			30	30												
22676	SUF	"45,2"	2	2					26	16	50	30										
22679	SUF	"46,1"			6	14			24	40	100	120							1	horses	1	horses
22681	SUF	"46,3"							27		35											
22682	SUF	"46,4"			4				24		40		27									
22685	SUF	"46,7"							10		35											
22693	SUF	"47,2"	1		0	4				40	0	30										
22694	SUF	"47,3"	1						20		16		30		3							
22696	SUF	"48,1"	1		1				24	12	25											
22698	SUF	"49,1"	1		15				15		100		19									
22700	SUF	"50,1"								5												
22703	SUF	"51,1"			5				12		9											
22706	SUF	"52,1"	2	2		5			40	40	100	100	25	25	6							
22710	SUF	"52,5"	3	3	3	3			24	24	40	40	25	25	4	4						
22718	SUF	"53,1"									84											
22719	SUF	"53,2"		2					16		28											
22720	SUF	"53,3"		2					20		11		12									
22722	SUF	"53,5"	1	1	2	2			6	6	26	26										
22723	SUF	"53,6"	3		2				31		50		15		5							
22726	SUF	"54,1"	1	1	5				25		140	33	13									
22727	SUF	"54,2"			8	2			40	5	100										1	horses
22728	SUF	"54,3"		1	5	10			3	40	3	200							2	horses		
22730	SUF	"55,1"			2				40	80	160	60	50						2	horses		
22739	SUF	"57,1"	1	1	3	3			10	10			12	12								
22741	SUF	"58,1"			3				8		6		8			
22743	SUF	"59,1"			2	2			16	10	30	30				
22744	SUF	"59,2"			2	2			5	3	33	20				
22746	SUF	"60,1"	1		2				8		50					
22754	SUF	"62,4"	1	1	1	2			20	13	20	11		7		
22755	SUF	"62,5"	2	2												
22761	SUF	"64,1"			7				15	1	40	8				
22763	SUF	"64,3"		2		8			24	24		24				1
22765	SUF	"65,1"	1	1	15	2			24		44					
22767	SUF	"66,1"	1	2	5	5			22	40	92	8				
22768	SUF	"66,2"	1	1	1	3			29	40	30	5				
22769	SUF	"66,3"	4	4	2	6			38	84	110	57	12	40	10	
22770	SUF	"66,4"	2	1	1	1			23	12	38	25				
22772	SUF	"66,6"	1	7	2	8			16	30	12	140				
22787	SUF	"67,3"	1	1	1	3			8	14	20	32				
22789	SUF	"67,5"							8							
22795	SUF	"67,11"	4	2	3	4			12	16	60	80										
22799	SUF	"67,15"	0	2					5	3	10	15	0	6								
22803	SUF	"67,19"	2	2	1						27											
22807	SUF	"67,23"									23											
22811	SUF	"67,27"	1		1				9		17		30									
22812	SUF	"67,28"	2						8		20											
22814	SUF	"67,30"	1		4								10									
22815	SUF	"67,31"									20											
22817	SUF	"67,33"		2					1	24	16			40								
22819	SUF	"68,1"	0	1	0	3			0	2	0	80										
22825	SUF	"69,1"	3	3	6	6			17	17	160	160										
22830	SUF	"70,1"							30	2	7	7										
22832	SUF	"71,1"	1								6											
22866	SUF	"76,4"			4				30		110										3	horses
22867	SUF	"76,5"							7		50											
