place_id	struct_idx	sub_idx	county	phillimore	area	hundred	std_hundred	vill	std_vill	grid	m_type	holding	units	waste_86	places_idx	phillimore_with_new_yks	county_name	country
2530	201	1	KEN	"5,27"	Sutton	{Helmestrei}	Helmestrei	[North] Cray	North Cray	TQ4972	[M]	0.5	geld	N	18461	"5,27"		UK
2540	202	1	KEN	"5,28"	Sutton	{Helmestrei}	Helmestrei	[St Paul's] Cray	St Pauls Cray	TQ4768	M	0.5	geld	N	18471	"5,28"		UK
2550	203	1	KEN	"5,29"	Sutton	Greenwich	Greenwich	Greenwich	Greenwich	TQ3877	M	2	geld	N	27676	"5,29"		UK
2560	204	1	KEN	"5,30"	Sutton	Greenwich	Greenwich	Eltham	Eltham	TQ4274	[M]	1.5	geld	N	23216	"5,30"		UK
2570	205	1	KEN	"5,31"	Sutton	Greenwich	Greenwich	Wricklesmarsh	Wricklesmarsh	TQ4176	[M]	1	geld	N	73141	"5,31"		UK
2580	206	1	KEN	"5,32"	Sutton	Greenwich	Greenwich	Lee	Lee	TQ3975	[M]	0.5	geld	N	38466	"5,32"		UK
2590	207	1	KEN	"5,33"	Sutton	Greenwich	Greenwich	Charlton	Charlton	TQ4177	[M]	1	geld	N	14136	"5,33"		UK
2600	208	1	KEN	"5,34"	Sutton	{Helmestrei}	Helmestrei	[Foots] Cray	Foots Cray	TQ4771	[M]	0.5	geld	N	18456	"5,34"		UK
2610	209	1	KEN	"5,35"	Sutton	{Helmestrei}	Helmestrei	Crofton	Crofton	TQ4465	[M]	1.25	geld	N	18721	"5,35"		UK
2620	210	1	KEN	"5,36"	Sutton	{Helmestrei}	Helmestrei	Cudham	Cudham	TQ4459	[M]	4	geld	N	19101	"5,36"		UK
2630	211	1	KEN	"5,37"	Sutton	{Helmestrei}	Helmestrei	Keston	Keston	TQ4163	[M]	0.5	geld	N	35746	"5,37"		UK
2640	212	1	KEN	"5,38"	Sutton	{Helmestrei}	Helmestrei	Sandlings	Sandlings	TQ4666	[M]	1.5	geld	N	53816	"5,38"		UK
2650	213	1	KEN	"5,39"	Sutton	Bromley	Bromley	Beckenham	Beckenham	TQ3769	[M]	2	geld	N	5476	"5,39"		UK
2660	214	1	KEN	"5,40"	Aylesford	Larkfield	Larkfield	Leybourne	Leybourne	TQ6858	M	2	geld	N	39076	"5,40"		UK
2670	215	1	KEN	"5,41"	Aylesford	Larkfield	Larkfield	Allington	Allington	TQ7457	[M]	1	geld	N	1166	"5,41"		UK
2680	216	1	KEN	"5,42"	Aylesford	Larkfield	Larkfield	Ditton	Ditton	TQ7058	[M]	1	geld	N	20506	"5,42"		UK
2690	217	1	KEN	"5,43"	Aylesford	Larkfield	Larkfield	Siffleton	Siffleton	TQ7158	[M]	0.75	geld	N	56111	"5,43"		UK
2700	218	1	KEN	"5,44"	Aylesford	Larkfield	Larkfield	Eccles	Eccles	TQ7260	M	0.75	geld	N	22351	"5,44"		UK
2710	219	1	KEN	"5,45"	Aylesford	Larkfield	Larkfield	Paddlesworth	Paddlesworth	TQ6862	[M]	0.5	geld	N	48021	"5,45"		UK
2720	220	1	KEN	"5,46"	Aylesford	Larkfield	Larkfield	Ryarsh	Ryarsh	TQ6759	[M]	2.5	geld	N	53226	"5,46"		UK
2730	221	1	KEN	"5,47"	Aylesford	Larkfield	Larkfield	Offham	Offham	TQ6557	[M]	1	geld	N	46871	"5,47"		UK
2740	222	1	KEN	"5,48"	Aylesford	Larkfield	Larkfield	Nashenden	Nashenden	TQ7366	[M]	1	geld	N	44701	"5,48"		UK
2750	223	1	KEN	"5,49"	Aylesford	Larkfield	Larkfield	Tottington	Tottington	TQ7359	[M]	0.5	geld	N	64556	"5,49"		UK
2760	224	1	KEN	"5,50"	Aylesford	Larkfield	Larkfield	Tottington	Tottington	TQ7359	X	0.25	geld	N	64556	"5,50"		UK
2770	225	1	KEN	"5,51"	Aylesford	Larkfield	Larkfield	Addington	Addington	TQ6558	[M]	2.5	geld	N	321	"5,51"		UK
2780	226	1	KEN	"5,52"	Aylesford	Tollingtrough	Tollingtrough	Milton	Milton	TQ6573	[M]	1.75	geld	N	43216	"5,52"		UK
2790	227	1	KEN	"5,53"	Aylesford	Tollingtrough	Tollingtrough	Luddesdown	Luddesdown	TQ6666	M	2.62	geld	N	40386	"5,53"		UK
2800	228	1	KEN	"5,54"	Aylesford	Tollingtrough	Tollingtrough	Gravesend	Gravesend	TQ6474	M	2.25	geld	N	27571	"5,54"		UK
2810	229	1	KEN	"5,55"	Aylesford	Tollingtrough	Tollingtrough	Nurstead	Nurstead	TQ6468	[M]	2	geld	N	46451	"5,55"		UK
2820	230	1	KEN	"5,56"	Aylesford	Larkfield	Larkfield	Offham	Offham	TQ6557	M	1	geld	N	46871	"5,56"		UK
2830	231	1	KEN	"5,57"	Aylesford	Larkfield	Larkfield	Birling	Birling	TQ6860	[M]	6	geld	N	7176	"5,57"		UK
2840	232	1	KEN	"5,58"	Aylesford	Larkfield	Larkfield	Burham	Burham	TQ7262	M	6	geld	N	11626	"5,58"		UK
2850	233	1	KEN	"5,59"	Aylesford	`Littlefeld'	Littlefeld	[West] Peckham	West Peckham	TQ6452	M	2	geld	N	48491	"5,59"		UK
2860	234	1	KEN	"5,60"	Aylesford	`Littlefeld'	Littlefeld	Hadlow	Hadlow	TQ6349	[M]	6	geld	N	28341	"5,60"		UK
2870	235	1	KEN	"5,61"	Aylesford	`Littlefeld'	Littlefeld	`Stokenbury'	Stokenbury	TQ6749	X	0.5	geld	N	59411	"5,61"		UK
2880	236	1	KEN	"5,62"	Aylesford	Wechylstone	Wechylstone	Tudeley	Tudeley	TQ6245	[M]	0.25	geld	N	65431	"5,62"		UK
2890	237	1	KEN	"5,63"	Aylesford	Eyhorne	Eyhorne	Harrietsham	Harrietsham	TQ8753	[M]	2	geld	N	29741	"5,63"		UK
2900	238	1	KEN	"5,64"	Aylesford	Eyhorne	Eyhorne	Fairbourne	Fairbourne	TQ8651	[M]	1	geld	N	24151	"5,64"		UK
2910	239	1	KEN	"5,65"	Aylesford	Eyhorne	Eyhorne	Shelborough	Shelborough	TQ8852	X	0.25	geld	N	55126	"5,65"		UK
2920	240	1	KEN	"5,66"	Aylesford	Eyhorne	Eyhorne	Frinsted	Frinsted	TQ8957	[M]	1	geld	N	25931	"5,66"		UK
2930	241	1	KEN	"5,67"	Aylesford	Eyhorne	Eyhorne	Leeds	Leeds	TQ8253	M	3	geld	N	38501	"5,67"		UK
2950	242	1	KEN	"5,68"	Aylesford	Eyhorne	Eyhorne	Aldington	Aldington	TQ8157	M	2	geld	N	896	"5,68"		UK
2960	243	1	KEN	"5,69"	Aylesford	Eyhorne	Eyhorne	Stockbury	Stockbury	TQ8461	[M]	2	geld	N	58926	"5,69"		UK
2970	244	1	KEN	"5,70"	Aylesford	Eyhorne	Eyhorne	Allington	Allington	TQ8456	M	3	geld	N	1161	"5,70"		UK
2975	244	2	KEN	"5,70"	Aylesford	Rochester	Rochester	Rochester	Rochester	TQ7468	[M]		-	N	52171	"5,70"		UK
2980	245	1	KEN	"5,71"	Aylesford	Eyhorne	Eyhorne	Sutton [Valence]	Sutton Valence	TQ8149	[M]	4	geld	N	60871	"5,71"		UK
2990	246	1	KEN	"5,72"	Aylesford	Eyhorne	Eyhorne	Chart [Sutton]	Chart Sutton	TQ8049	[M]	3	geld	N	14256	"5,72"		UK
3000	247	1	KEN	"5,73"	Aylesford	Eyhorne	Eyhorne	[East] Sutton	East Sutton	TQ8249	[M]	1.5	geld	N	60711	"5,73"		UK
3010	248	1	KEN	"5,74"	Aylesford	Eyhorne	Eyhorne	Bowley	Bowley	TQ9049	M	1	geld	N	8601	"5,74"		UK
3020	248	2	KEN	"5,74"	Aylesford	Eyhorne	Eyhorne	Marley	Marley	TQ8853	D	1	geld	N	41596	"5,74"		UK
3030	249	1	KEN	"5,75"	Aylesford	Eyhorne	Eyhorne	Langley	Langley	TQ8051	[M]	1.5	geld	N	37616	"5,75"		UK
3040	250	1	KEN	"5,76"	Aylesford	Eyhorne	Eyhorne	Otterden	Otterden	TQ9454	M	0.5	geld	N	47516	"5,76"		UK
3045	250	2	KEN	"5,76"	Borough	Canterbury	Canterbury	Canterbury	Canterbury	TR1557	[M]		-	N	12946	"5,76"		UK
3050	251	1	KEN	"5,77"	Aylesford	Eyhorne	Eyhorne	[Old] Shelve	Old Shelve	TQ9251	[M]	0.5	geld	N	55256	"5,77"		UK
3060	252	1	KEN	"5,78"	Aylesford	Eyhorne	Eyhorne	[New] Shelve	New Shelve	TQ9151	M	1	geld	N	55251	"5,78"		UK
3070	253	1	KEN	"5,79"	Aylesford	Eyhorne	Eyhorne	Boughton [Malherbe]	Boughton Malherbe	TQ8849	[M]	1	geld	N	8421	"5,79"		UK
3080	254	1	KEN	"5,80"	Aylesford	Eyhorne	Eyhorne	Wormshill	Wormshill	TQ8857	[M]	1	geld	N	72811	"5,80"		UK
3090	255	1	KEN	"5,81"	Aylesford	Eyhorne	Eyhorne	Wichling	Wichling	TQ9155	M	0.5	geld	N	69996	"5,81"		UK
3100	256	1	KEN	"5,82"	Aylesford	Eyhorne	Eyhorne	[Old] Shelve	Old Shelve	TQ9251	[M]	0.5	geld	N	55256	"5,82"		UK
3110	257	1	KEN	"5,83"	Aylesford	Eyhorne	Eyhorne	Otham	Otham	TQ7854	[M]	1.25	geld	N	47481	"5,83"		UK
3120	258	1	KEN	"5,84"	Aylesford	Eyhorne	Eyhorne	Harbilton	Harbilton	TQ8652	[M]	1	geld	N	29301	"5,84"		UK
3130	259	1	KEN	"5,85"	Aylesford	Eyhorne	Eyhorne	Broomfield	Broomfield	TQ8452	M	1	geld	N	10641	"5,85"		UK
3140	260	1	KEN	"5,86"	Aylesford	Eyhorne	Eyhorne	Thurnham	Thurnham	TQ8057	[M]	3	geld	N	63516	"5,86"		UK
3150	261	1	KEN	"5,87"	Aylesford	Eyhorne	Eyhorne	Fairbourne	Fairbourne	TQ8651	[M]	1	geld	N	24151	"5,87"		UK
3160	262	1	KEN	"5,88"	Aylesford	Chatham	Chatham	Gillingham	Gillingham	TQ7868	[M]	0.5	geld	N	26741	"5,88"		UK
3170	263	1	KEN	"5,89"	Aylesford	Chatham	Chatham	Chatham	Chatham	TQ7568	[M]	6	geld	N	14296	"5,89"		UK
3180	264	1	KEN	"5,90"	Aylesford	Rochester	Rochester	[Little] Delce	Little Delce	TQ7466	[M]	1.25	geld	N	19916	"5,90"		UK
3190	265	1	KEN	"5,91"	Aylesford	Rochester	Rochester	[Great] Delce	Great Delce	TQ7466	[M]	1	geld	N	19911	"5,91"		UK
3200	266	1	KEN	"5,92"	Aylesford	Hoo	Hoo	Stoke and [Lower and Middle] Stoke	Stoke and Lower and Middle Stoke	TQ8275	[M]	2	geld	N	59076	"5,92"		UK
3210	267	1	KEN	"5,93"	Aylesford	Hoo	Hoo	"[Allhallows, St Mary and St Werbergh] Hoo"	"Allhallows, St Mary and St Werbergh Hoo"	TQ7871	M	50	geld	N	32936	"5,93"		UK
3250	268	1	KEN	"5,94"	Aylesford	Twyford	Twyford	Pimp's [Court]	Pimps Court	TQ7552	X	0.25	geld	N	49271	"5,94"		UK
3260	269	1	KEN	"5,95"	Aylesford	Twyford	Twyford	[West] Farleigh	West Farleigh	TQ7153	M	0.75	geld	N	24291	"5,95"		UK
3265	269	2	KEN	"5,95"	Aylesford	Twyford	Twyford	Pimp's [Court]	Pimps Court	TQ7552	D	0.25	geld	N	49271	"5,95"		UK
3280	270	1	KEN	"5,96"	Aylesford	Twyford	Twyford	Nettlestead	Nettlestead	TQ6852	M	3	geld	N	44956	"5,96"		UK
3290	271	1	KEN	"5,97"	Aylesford	Twyford	Twyford	Wateringbury	Wateringbury	TQ6853	M	2	geld	N	67751	"5,97"		UK
3300	272	1	KEN	"5,98"	Aylesford	Twyford	Twyford	Wateringbury	Wateringbury	TQ6853	[M]	2	geld	N	67751	"5,98"		UK
3310	273	1	KEN	"5,99"	Aylesford	Twyford	Twyford	Teston	Teston	TQ7053	M	1	geld	N	61931	"5,99"		UK
3320	274	1	KEN	"5,100"	Aylesford	Twyford	Twyford	Bensted	Bensted	TQ7049	[M]	0.25	geld	N	6076	"5,100"		UK
3330	275	1	KEN	"5,101"	Aylesford	Maidstone	Maidstone	[West] Barming	West Barming	TQ7154	[M]	0.25	geld	N	4391	"5,101"		UK
3340	276	1	KEN	"5,102"	Aylesford	Maidstone	Maidstone	Boxley	Boxley	TQ7758	M	7	geld	N	8651	"5,102"		UK
3360	277	1	KEN	"5,103"	Aylesford	Wrotham	Wrotham	Wrotham [Heath]	Wrotham Heath	TQ6358	M	1.5	geld	N	73186	"5,103"		UK
3370	278	1	KEN	"5,104"	Aylesford	`Shamwell'	Shamwell	Chalk	Chalk	TQ6872	M	3	geld	N	13941	"5,104"		UK
3375	278	2	KEN	"5,104"	-	-	-	-	-		D	1	geld	N		"5,104"		UK
3380	279	1	KEN	"5,105"	Aylesford	`Shamwell'	Shamwell	Higham and [Lower] Higham	Higham and Lower Higham	TQ7174	[M]	5	geld	N	31656	"5,105"		UK
3390	280	1	KEN	"5,106"	Aylesford	`Shamwell'	Shamwell	Cooling	Cooling	TQ7575	X	1.5	geld	N	17461	"5,106"		UK
3400	281	1	KEN	"5,107"	Aylesford	`Shamwell'	Shamwell	Beckley	Beckley	TQ7074	[M]	0.5	geld	N	5531	"5,107"		UK
3410	282	1	KEN	"5,108"	Aylesford	`Shamwell'	Shamwell	Oakleigh	Oakleigh	TQ7274	[M]	1	geld	N	46611	"5,108"		UK
3420	283	1	KEN	"5,109"	Aylesford	`Shamwell'	Shamwell	Henhurst	Henhurst	TQ6669	[M]	0.5	geld	N	31206	"5,109"		UK
3430	284	1	KEN	"5,110"	Aylesford	`Shamwell'	Shamwell	Cliffe	Cliffe	TQ7376	[M]	0.5	geld	N	16041	"5,110"		UK
3440	285	1	KEN	"5,111"	Aylesford	`Shamwell'	Shamwell	Haven	Haven	TQ7472	[M]	0.75	geld	N	30341	"5,111"		UK
3450	286	1	KEN	"5,112"	Aylesford	`Shamwell'	Shamwell	Haven	Haven	TQ7472	X	0.25	geld	N	30341	"5,112"		UK
3460	287	1	KEN	"5,113"	Aylesford	`Shamwell'	Shamwell	Cooling	Cooling	TQ7575	[M]	0.5	geld	N	17461	"5,113"		UK
3470	288	1	KEN	"5,114"	Aylesford	`Shamwell'	Shamwell	Merston	Merston	TQ6971	[M]	0.5	geld	N	42616	"5,114"		UK
3480	289	1	KEN	"5,115"	Milton	Milton	Milton	Tunstall	Tunstall	TQ8961	[M]	3.5	geld	N	65491	"5,115"		UK
3490	290	1	KEN	"5,116"	Milton	Milton	Milton	Upchurch	Upchurch	TQ8467	[M]	2	geld	N	66146	"5,116"		UK
3500	291	1	KEN	"5,117"	Milton	Milton	Milton	Stuppington	Stuppington	TQ9659	[M]	0.87	geld	N	60211	"5,117"		UK
3510	292	1	KEN	"5,118"	Milton	Milton	Milton	Tonge	Tonge	TQ9364	[M]	2	geld	N	64271	"5,118"		UK
3520	293	1	KEN	"5,119"	Borough	Bridge	Bridge	Patrixbourne	Patrixbourne	TR1855	[M]	6	geld	N	48321	"5,119"		UK
3530	294	1	KEN	"5,120"	Borough	Bridge	Bridge	[Lower and Upper] Hardres	Lower and Upper Hardres	TR1550	M	2	geld	N	29406	"5,120"		UK
3540	295	1	KEN	"5,121"	Borough	Bridge	Bridge	Stelling	Stelling	TR1448	M	0.25	geld	N	58671	"5,121"		UK
3550	296	1	KEN	"5,122"	Borough	Bridge	Bridge	Bekesbourne	Bekesbourne	TR1955	M	2	geld	N	5801	"5,122"		UK
3560	297	1	KEN	"5,123"	Borough	Bridge	Bridge	[Lower and Upper] Hardres	Lower and Upper Hardres	TR1553	[M]	1	geld	N	29406	"5,123"		UK
3570	298	1	KEN	"5,124"	Borough	`Downhamford'	Downhamford	Wickhambreux	Wickhambreux	TR2258	M	4	geld	N	70116	"5,124"		UK
3590	299	1	KEN	"5,125"	Borough	Canterbury	Canterbury	Canterbury	Canterbury	TR1557	U	0	-	N	12946	"5,125"		UK
3600	300	1	KEN	"5,126"	Borough	Canterbury	Canterbury	Nackington	Nackington	TR1554	[M]	0.5	geld	N	44626	"5,126"		UK
3610	301	1	KEN	"5,127"	Borough	Canterbury	Canterbury	-	-		X	0.5	geld	N		"5,127"		UK
3620	302	1	KEN	"5,128"	Lympne	Folkestone	Folkestone	Folkestone	Folkestone	TR2236	M	40	geld	N	25301	"5,128"		UK
3730	303	1	KEN	"5,129"	Lympne	`Loningborough'	Loningborough	Elham	Elham	TR1743	M	6	geld	N	22836	"5,129"		UK
3740	304	1	KEN	"5,130"	-	-	-	-	-		X	0.12	geld	N		"5,130"		UK
3750	305	1	KEN	"5,131"	Lympne	Stowting	Stowting	{Bochelande}	Bochelande	??	X	0.5	geld	N	7801	"5,131"		UK
3760	306	1	KEN	"5,132"	Eastry	Eastry	Eastry	Barfreston	Barfreston	TR2650	X	0.25	geld	N	4216	"5,132"		UK
3770	307	1	KEN	"5,133"	Eastry	Eastry	Eastry	Barfreston	Barfreston	TR2650	D	0.25	geld	N	4216	"5,133"		UK
3780	308	1	KEN	"5,134"	Eastry	Eastry	Eastry	Easole	Easole	TR2552	[M]	3	geld	N	21906	"5,134"		UK
3790	309	1	KEN	"5,135"	Eastry	Eastry	Eastry	Shelving	Shelving	TR3056	X	1	geld	N	55261	"5,135"		UK
3800	310	1	KEN	"5,136"	Eastry	Bewsbury	Bewsbury	[North] Ponshall	North Ponshall	TR2847	[M]	1	geld	N	49686	"5,136"		UK
3810	311	1	KEN	"5,137"	Eastry	Bewsbury	Bewsbury	[South] Ponshall	South Ponshall	TR2846	X	0.12	geld	N	49691	"5,137"		UK
3820	312	1	KEN	"5,138"	Borough	Barham	Barham	Barham	Barham	TR2050	M	6	geld	N	4226	"5,138"		UK
3840	312	2	KEN	"5,138"	Eastry	Bewsbury	Bewsbury	[Church and West] Hougham	Church and West Hougham	TR2739	B		no units	N	33551	"5,138"		UK
3850	313	1	KEN	"5,139"	Borough	Whitstable	Whitstable	Swalecliffe	Swalecliffe	TR1367	[M]	0.5	geld	N	60941	"5,139"		UK
3860	314	1	KEN	"5,140"	Borough	Whitstable	Whitstable	-	-		X	0.25	geld	N		"5,140"		UK
3870	315	1	KEN	"5,141"	Wye	Faversham	Faversham	Oare	Oare	TR0063	[M]	2	geld	N	46701	"5,141"		UK
3880	316	1	KEN	"5,142"	Wye	Faversham	Faversham	Stalisfield and Stalisfield [Green]	Stalisfield and Stalisfield Green	TQ9652	[M]	2	geld	N	57836	"5,142"		UK
3890	317	1	KEN	"5,143"	Wye	Faversham	Faversham	Norton	Norton	TQ9661	[M]	4	geld	N	46131	"5,143"		UK
3900	318	1	KEN	"5,144"	Wye	Felborough	Felborough	Chilham	Chilham	TR0653	M	5	geld	N	15006	"5,144"		UK
3910	319	1	KEN	"5,145"	Wye	Faversham	Faversham	Ospringe	Ospringe	TR0060	M	7.5	geld	N	47441	"5,145"		UK
3920	320	1	KEN	"5,146"	Wye	Faversham	Faversham	{Cildresham}	Cildresham		M	1	geld	N	15536	"5,146"		UK
3930	321	1	KEN	"5,147"	Wye	Faversham	Faversham	Arnolton	Arnolton	TQ9755	M	1	geld	N	2216	"5,147"		UK
3950	322	1	KEN	"5,148"	Wye	Faversham	Faversham	Macknade	Macknade	TR0259	[M]	0.25	geld	N	40896	"5,148"		UK
3960	323	1	KEN	"5,149"	Wye	Faversham	Faversham	Badlesmere	Badlesmere	TR0155	M	1	geld	N	3791	"5,149"		UK
3970	324	1	KEN	"5,150"	Wye	Faversham	Faversham	Perry [Wood]	Perry Wood	TR0355	[M]	0.25	geld	N	48916	"5,150"		UK
3980	325	1	KEN	"5,151"	Wye	Faversham	Faversham	Perry [Court]	Perry Court	TR0160	[M]	0.5	geld	N	48901	"5,151"		UK
3990	326	1	KEN	"5,152"	Wye	Faversham	Faversham	other Buckland	other Buckland	TQ9761	M	1	geld	N	11086	"5,152"		UK
4010	327	1	KEN	"5,153"	Wye	Faversham	Faversham	Hurst	Hurst	TR0651	[M]	0.75	geld	N	34231	"5,153"		UK
4020	328	1	KEN	"5,154"	Wye	Faversham	Faversham	Oare	Oare	TR0063	X	0.25	geld	N	46701	"5,154"		UK
4030	329	1	KEN	"5,155"	Wye	Faversham	Faversham	Throwley	Throwley	TQ9955	M	3	geld	N	63336	"5,155"		UK
4040	330	1	KEN	"5,156"	Wye	Faversham	Faversham	North Eastling	North Eastling	TQ9657	M	0.5	geld	N	22026	"5,156"		UK
4050	331	1	KEN	"5,157"	Wye	Faversham	Faversham	other Buckland	other Buckland	TQ9761	X	0.25	geld	N	11086	"5,157"		UK
4060	332	1	KEN	"5,158"	Wye	Faversham	Faversham	Eastling	Eastling	TQ9656	[M]	1	geld	N	22021	"5,158"		UK
4070	333	1	KEN	"5,159"	Wye	Faversham	Faversham	Eastling	Eastling	TQ9656	M	5	geld	N	22021	"5,159"		UK
4080	334	1	KEN	"5,160"	Wye	Faversham	Faversham	Luddenham	Luddenham	TQ9963	[M]	1	geld	N	40381	"5,160"		UK
4090	335	1	KEN	"5,161"	Wye	Faversham	Faversham	Ringlestone	Ringlestone	TQ8855	[M]	1	geld	N	51891	"5,161"		UK
4100	336	1	KEN	"5,162"	Wye	Felborough	Felborough	Horton	Horton	TR1155	[M]	0.5	geld	N	33446	"5,162"		UK
4110	337	1	KEN	"5,163"	Wye	Wye	Wye	Fanscombe	Fanscombe	TR0847	M	0.5	geld	N	24231	"5,163"		UK
4120	338	1	KEN	"5,164"	Wye	Wye	Wye	Buckwell	Buckwell	TR0448	[M]	0.5	geld	N	11241	"5,164"		UK
4130	339	1	KEN	"5,165"	Wye	Wye	Wye	Coombe [Grove]	Coombe Grove	TR0746	[M]	1	geld	N	17511	"5,165"		UK
4140	340	1	KEN	"5,166"	Wye	Felborough	Felborough	Beamonston	Beamonston	TR0148	M	1	geld	N	5361	"5,166"		UK
4150	341	1	KEN	"5,167"	Wye	Calehill	Calehill	Dean [Court]	Dean Court	TQ9848	[M]	1	geld	N	19756	"5,167"		UK
4170	342	1	KEN	"5,168"	Wye	Calehill	Calehill	Pivington	Pivington	TQ9146	[M]	1	geld	N	49416	"5,168"		UK
4180	343	1	KEN	"5,169"	-	-	-	-	-		X	0.5	geld	N		"5,169"		UK
4190	344	1	KEN	"5,170"	Wye	Felborough	Felborough	Shalmsford [Street]	Shalmsford Street	TR0954	[M]	0.5	geld	N	54921	"5,170"		UK
4200	345	1	KEN	"5,171"	Wye	Bircholt	Bircholt	Aldglose	Aldglose	TR0844	[M]	0.5	geld	N	866	"5,171"		UK
4210	346	1	KEN	"5,172"	Lympne	Oxney	Oxney	Palstre [Court]	Palstre Court	TQ8828	[M]	0.75	geld	N	48111	"5,172"		UK
4220	347	1	KEN	"5,173"	Lympne	Oxney	Oxney	Palstre [Court]	Palstre Court	TQ8828	X	0.1	geld	N	48111	"5,173"		UK
4230	348	1	KEN	"5,174"	Eastry	Bewsbury	Bewsbury	Pising	Pising	TR3245	[M]	1	equal	N	49361	"5,174"		UK
4240	348	2	KEN	"5,174"	Eastry	Bewsbury	Bewsbury	Pineham	Pineham	TR3145	[M]	1	equal	N	49306	"5,174"		UK
4250	349	1	KEN	"5,175"	Lympne	Newchurch	Newchurch	Bilsington	Bilsington	TR0434	M	4	geld	N	6936	"5,175"		UK
4260	350	1	KEN	"5,176"	Lympne	`Langport'	Langport	{Afettune}	Afettune	??	[M]	1	geld	N	456	"5,176"		UK
4270	351	1	KEN	"5,177"	Lympne	`Langport'	Langport	[Denge] Marsh	Denge Marsh	TR0518	X	0.5	geld	N	41656	"5,177"		UK
4280	352	1	KEN	"5,178"	Lympne	Romney Marsh	Romney Marsh	Romney	Romney	TR0325	U	0	-	N	52451	"5,178"		UK
4290	353	1	KEN	"5,179"	Lympne	`Langport'	Langport	[Denge] Marsh	Denge Marsh	TR0518	X	0.5	geld	N	41656	"5,179"		UK
4300	354	1	KEN	"5,180"	Lympne	Rolvenden	Rolvenden	Benenden	Benenden	TQ8032	[M]	0.5	geld	N	5996	"5,180"		UK
4310	355	1	KEN	"5,181"	Lympne	Rolvenden	Rolvenden	Benenden	Benenden	TQ8032	X	0.12	geld	N	5996	"5,181"		UK
4320	356	1	KEN	"5,182"	-	-	-	-	-		X	0.5	ploughlands	N		"5,182"		UK
4330	357	1	KEN	"5,183"	Eastry	Eastry	Eastry	Ringleton	Ringleton	TR2957	[M]	4.5	ploughs	N	51901	"5,183"		UK
4340	358	1	KEN	"5,184"	Eastry	Eastry	Eastry	Hammil	Hammil	TR2955	X	0.25	geld	N	28876	"5,184"		UK
4350	359	1	KEN	"5,185"	Eastry	Bewsbury	Bewsbury	[Temple] Ewell	Temple Ewell	TR2844	M	3	geld	N	23886	"5,185"		UK
4370	360	1	KEN	"5,186"	Eastry	Bewsbury	Bewsbury	West Cliffe	West Cliffe	TR3544	M	2	geld	N	16071	"5,186"		UK
4380	361	1	KEN	"5,187"	Eastry	Bewsbury	Bewsbury	Solton	Solton	TR3345	M	1	geld	N	56976	"5,187"		UK
4390	362	1	KEN	"5,188"	Eastry	Bewsbury	Bewsbury	Dover	Dover	TR3241	U		-	N	20841	"5,188"		UK
4400	363	1	KEN	"5,189"	Eastry	Bewsbury	Bewsbury	{Leueberge}	Leueberge	??	X	0.12	geld	N	38951	"5,189"		UK
4410	364	1	KEN	"5,190"	Eastry	Bewsbury	Bewsbury	{Leueberge}	Leueberge		X	0.01	geld	N	38951	"5,190"		UK
4420	365	1	KEN	"5,191"	Eastry	Bewsbury	Bewsbury	Coldred	Coldred	TR2747	[M]	2	geld	N	16691	"5,191"		UK
4430	366	1	KEN	"5,192"	Eastry	Bewsbury	Bewsbury	[Temple] Ewell	Temple Ewell	TR2844	M	3	geld	N	23886	"5,192"		UK
4440	367	1	KEN	"5,193"	Eastry	Bewsbury	Bewsbury	Swanton	Swanton	TR2444	[M]	2	geld	N	61011	"5,193"		UK
4450	368	1	KEN	"5,194"	Eastry	Bewsbury	Bewsbury	Appleton	Appleton	TR3447	[M]	1	geld	N	1966	"5,194"		UK
4460	369	1	KEN	"5,195"	Eastry	Bewsbury	Bewsbury	Boswell [Banks]	Boswell Banks	TR2643	[M]	1	geld	N	8321	"5,195"		UK
4470	370	1	KEN	"5,196"	Eastry	Bewsbury	Bewsbury	{Leueberge}	Leueberge	??	X	0.29	geld	N	38951	"5,196"		UK
4480	371	1	KEN	"5,197"	Eastry	Eastry	Eastry	Woodnesborough	Woodnesborough	TR3056	[M]	2.75	geld	N	72251	"5,197"		UK
4490	372	1	KEN	"5,198"	Eastry	Eastry	Eastry	Woodnesborough	Woodnesborough	TR3056	M	2	geld	N	72251	"5,198"		UK
4500	373	1	KEN	"5,199"	Eastry	Eastry	Eastry	Knowlton	Knowlton	TR2853	[M]	1	geld	N	37126	"5,199"		UK
4510	374	1	KEN	"5,200"	Eastry	Eastry	Eastry	Betteshanger	Betteshanger	TR3152	M	1.5	geld	N	6471	"5,200"		UK
4530	375	1	KEN	"5,201"	Eastry	Eastry	Eastry	Soles [Court]	Soles Court	TR2550	[M]	1	geld	N	56966	"5,201"		UK
4540	376	1	KEN	"5,202"	Eastry	Eastry	Eastry	Hartanger	Hartanger	TR2649	[M]	1	geld	N	29806	"5,202"		UK
4550	377	1	KEN	"5,203"	Eastry	Eastry	Eastry	third Buckland	third Buckland	TR3156	X	0.37	geld	N	11091	"5,203"		UK
4560	378	1	KEN	"5,204"	Eastry	Bewsbury	Bewsbury	-	-		D	1	geld	N		"5,204"		UK
4570	379	1	KEN	"5,205"	Eastry	Eastry	Eastry	-	-		D	0.12	geld	N		"5,205"		UK
